"Statistic Label","Month","Dwelling Status","Eircode Output","Stamp Duty Event","Type of Buyer","UNIT","VALUE"
"Mean Sale Price","2010 October","All Dwelling Statuses","F12: Claremorris","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","154333"
"Mean Sale Price","2010 October","All Dwelling Statuses","F23: Castlebar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","F26: Ballina","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","107500"
"Mean Sale Price","2010 October","All Dwelling Statuses","F28: Westport","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","179625"
"Mean Sale Price","2010 October","All Dwelling Statuses","F31: Ballinrobe","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","F35: Ballyhaunis","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","F42: Roscommon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","183492"
"Mean Sale Price","2010 October","All Dwelling Statuses","F45: Castlerea","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190000"
"Mean Sale Price","2010 October","All Dwelling Statuses","F52: Boyle","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","226750"
"Mean Sale Price","2010 October","All Dwelling Statuses","F56: Ballymote","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","169683"
"Mean Sale Price","2010 October","All Dwelling Statuses","F91: Sligo","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","177861"
"Mean Sale Price","2010 October","All Dwelling Statuses","F92: Letterkenny","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","175548"
"Mean Sale Price","2010 October","All Dwelling Statuses","F93: Lifford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","168930"
"Mean Sale Price","2010 October","All Dwelling Statuses","F94: Donegal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","186620"
"Mean Sale Price","2010 October","All Dwelling Statuses","H12: Cavan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","135430"
"Mean Sale Price","2010 October","All Dwelling Statuses","H14: Belturbet","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","H16: Cootehill","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","H18: Monaghan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","136809"
"Mean Sale Price","2010 October","All Dwelling Statuses","H23: Clones","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","H53: Ballinasloe","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","145868"
"Mean Sale Price","2010 October","All Dwelling Statuses","H54: Tuam","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","75000"
"Mean Sale Price","2010 October","All Dwelling Statuses","H62: Loughrea","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","177625"
"Mean Sale Price","2010 October","All Dwelling Statuses","H65: Athenry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","166681"
"Mean Sale Price","2010 October","All Dwelling Statuses","H71: Clifden","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","H91: Galway","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","249870"
"Mean Sale Price","2010 October","All Dwelling Statuses","K32: Balbriggan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","173742"
"Mean Sale Price","2010 October","All Dwelling Statuses","K34: Skerries","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","346175"
"Mean Sale Price","2010 October","All Dwelling Statuses","K36: Malahide","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","299000"
"Mean Sale Price","2010 October","All Dwelling Statuses","K45: Lusk","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","260381"
"Mean Sale Price","2010 October","All Dwelling Statuses","K56: Rush","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","234000"
"Mean Sale Price","2010 October","All Dwelling Statuses","K67: Swords","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","347500"
"Mean Sale Price","2010 October","All Dwelling Statuses","K78: Lucan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","228120"
"Mean Sale Price","2010 October","All Dwelling Statuses","N37: Athlone","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","200000"
"Mean Sale Price","2010 October","All Dwelling Statuses","N39: Longford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","171036"
"Mean Sale Price","2010 October","All Dwelling Statuses","N41: Carrick-on-Shannon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","165000"
"Mean Sale Price","2010 October","All Dwelling Statuses","N91: Mullingar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","148118"
"Mean Sale Price","2010 October","All Dwelling Statuses","P12: Macroom","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","221875"
"Mean Sale Price","2010 October","All Dwelling Statuses","P14: Crookstown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190000"
"Mean Sale Price","2010 October","All Dwelling Statuses","P17: Kinsale","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","451667"
"Mean Sale Price","2010 October","All Dwelling Statuses","P24: Cobh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","187667"
"Mean Sale Price","2010 October","All Dwelling Statuses","P25: Midleton","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","170875"
"Mean Sale Price","2010 October","All Dwelling Statuses","P31: Ballincollig","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","218950"
"Mean Sale Price","2010 October","All Dwelling Statuses","P32: Rylane","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","P36: Youghal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","166500"
"Mean Sale Price","2010 October","All Dwelling Statuses","P43: Carrigaline","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","202700"
"Mean Sale Price","2010 October","All Dwelling Statuses","P47: Dunmanway","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","P51: Mallow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","198143"
"Mean Sale Price","2010 October","All Dwelling Statuses","P56: Charleville","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","145848"
"Mean Sale Price","2010 October","All Dwelling Statuses","P61: Fermoy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","148242"
"Mean Sale Price","2010 October","All Dwelling Statuses","P67: Mitchelstown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","P72: Bandon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","P75: Bantry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","P81: Skibbereen","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","305000"
"Mean Sale Price","2010 October","All Dwelling Statuses","P85: Clonakilty","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","R14: Athy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","147043"
"Mean Sale Price","2010 October","All Dwelling Statuses","R21: Mhuine Bheag","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","295000"
"Mean Sale Price","2010 October","All Dwelling Statuses","R32: Portlaoise","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","143148"
"Mean Sale Price","2010 October","All Dwelling Statuses","R35: Tullamore","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","138974"
"Mean Sale Price","2010 October","All Dwelling Statuses","R42: Birr","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","145225"
"Mean Sale Price","2010 October","All Dwelling Statuses","R45: Edenderry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","95000"
"Mean Sale Price","2010 October","All Dwelling Statuses","R51: Kildare","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","255000"
"Mean Sale Price","2010 October","All Dwelling Statuses","R56: Curragh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","198750"
"Mean Sale Price","2010 October","All Dwelling Statuses","R93: Carlow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","207481"
"Mean Sale Price","2010 October","All Dwelling Statuses","R95: Kilkenny","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","175275"
"Mean Sale Price","2010 October","All Dwelling Statuses","T12: Cork Southside","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","255770"
"Mean Sale Price","2010 October","All Dwelling Statuses","T23: Cork Northside","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","206038"
"Mean Sale Price","2010 October","All Dwelling Statuses","T34: Carrignavar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185877"
"Mean Sale Price","2010 October","All Dwelling Statuses","T45: Glanmire","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","267184"
"Mean Sale Price","2010 October","All Dwelling Statuses","T56: Watergrasshill","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","V14: Shannon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","V15: Kilrush","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","270350"
"Mean Sale Price","2010 October","All Dwelling Statuses","V23: Caherciveen","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","V31: Listowel","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","161875"
"Mean Sale Price","2010 October","All Dwelling Statuses","V35: Kilmallock","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","181667"
"Mean Sale Price","2010 October","All Dwelling Statuses","V42: Newcastle West","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","79000"
"Mean Sale Price","2010 October","All Dwelling Statuses","V92: Tralee","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","162629"
"Mean Sale Price","2010 October","All Dwelling Statuses","V93: Killarney","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","193500"
"Mean Sale Price","2010 October","All Dwelling Statuses","V94: Limerick","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","204496"
"Mean Sale Price","2010 October","All Dwelling Statuses","V95: Ennis","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","183257"
"Mean Sale Price","2010 October","All Dwelling Statuses","W12: Newbridge","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","288929"
"Mean Sale Price","2010 October","All Dwelling Statuses","W23: Celbridge","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","264907"
"Mean Sale Price","2010 October","All Dwelling Statuses","W34: Monasterevin","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","208537"
"Mean Sale Price","2010 October","All Dwelling Statuses","W91: Naas","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","216490"
"Mean Sale Price","2010 October","All Dwelling Statuses","X35: Dungarvan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 October","All Dwelling Statuses","X42: Kilmacthomas","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","170250"
"Mean Sale Price","2010 October","All Dwelling Statuses","X91: Waterford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","219640"
"Mean Sale Price","2010 October","All Dwelling Statuses","Y14: Arklow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","168058"
"Mean Sale Price","2010 October","All Dwelling Statuses","Y21: Enniscorthy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","145143"
"Mean Sale Price","2010 October","All Dwelling Statuses","Y25: Gorey","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","178713"
"Mean Sale Price","2010 October","All Dwelling Statuses","Y34: New Ross","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","205000"
"Mean Sale Price","2010 October","All Dwelling Statuses","Y35: Wexford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","153625"
"Mean Sale Price","2010 November","All Dwelling Statuses","A41: Ballyboughal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 November","All Dwelling Statuses","A42: Garristown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2010 November","All Dwelling Statuses","A45: Oldtown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
